year,county,state,ag_district,yield,type,units
1985,STEELE,NORTH DAKOTA,EAST CENTRAL,5355000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1988,STEELE,NORTH DAKOTA,EAST CENTRAL,3000000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1991,STEELE,NORTH DAKOTA,EAST CENTRAL,5250000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1994,STEELE,NORTH DAKOTA,EAST CENTRAL,4428000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1979,STEELE,NORTH DAKOTA,EAST CENTRAL,3946000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1982,STEELE,NORTH DAKOTA,EAST CENTRAL,5440000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1990,STEELE,NORTH DAKOTA,EAST CENTRAL,8500000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1960,STEELE,NORTH DAKOTA,EAST CENTRAL,1681500.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1961,STEELE,NORTH DAKOTA,EAST CENTRAL,1440000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1962,STEELE,NORTH DAKOTA,EAST CENTRAL,1452000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1963,STEELE,NORTH DAKOTA,EAST CENTRAL,1131000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1964,STEELE,NORTH DAKOTA,EAST CENTRAL,1219000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1965,STEELE,NORTH DAKOTA,EAST CENTRAL,1479000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1967,STEELE,NORTH DAKOTA,EAST CENTRAL,2646000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1973,STEELE,NORTH DAKOTA,EAST CENTRAL,4126500.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1975,STEELE,NORTH DAKOTA,EAST CENTRAL,4282500.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1976,STEELE,NORTH DAKOTA,EAST CENTRAL,4261400.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1977,STEELE,NORTH DAKOTA,EAST CENTRAL,4431000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2016,STEELE,NORTH DAKOTA,EAST CENTRAL,3033000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2007,STEELE,NORTH DAKOTA,EAST CENTRAL,3475000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2009,STEELE,NORTH DAKOTA,EAST CENTRAL,3980000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2010,STEELE,NORTH DAKOTA,EAST CENTRAL,4077000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2006,STEELE,NORTH DAKOTA,EAST CENTRAL,3580000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2005,STEELE,NORTH DAKOTA,EAST CENTRAL,3680000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2004,STEELE,NORTH DAKOTA,EAST CENTRAL,4500000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2008,STEELE,NORTH DAKOTA,EAST CENTRAL,3910000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2011,STEELE,NORTH DAKOTA,EAST CENTRAL,2190000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2012,STEELE,NORTH DAKOTA,EAST CENTRAL,2152000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2014,STEELE,NORTH DAKOTA,EAST CENTRAL,2549000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2015,STEELE,NORTH DAKOTA,EAST CENTRAL,3441000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2017,STEELE,NORTH DAKOTA,EAST CENTRAL,2250000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2018,STEELE,NORTH DAKOTA,EAST CENTRAL,3261000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2002,TRAILL,NORTH DAKOTA,EAST CENTRAL,4360000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1997,TRAILL,NORTH DAKOTA,EAST CENTRAL,5183000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1978,TRAILL,NORTH DAKOTA,EAST CENTRAL,5744100.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1987,TRAILL,NORTH DAKOTA,EAST CENTRAL,5453000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1974,TRAILL,NORTH DAKOTA,EAST CENTRAL,4639200.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2007,TRAILL,NORTH DAKOTA,EAST CENTRAL,4000000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1995,TRAILL,NORTH DAKOTA,EAST CENTRAL,5401000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1996,TRAILL,NORTH DAKOTA,EAST CENTRAL,8390000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1998,TRAILL,NORTH DAKOTA,EAST CENTRAL,6454000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1999,TRAILL,NORTH DAKOTA,EAST CENTRAL,5420000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2001,TRAILL,NORTH DAKOTA,EAST CENTRAL,5175000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2000,TRAILL,NORTH DAKOTA,EAST CENTRAL,6742000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1993,TRAILL,NORTH DAKOTA,EAST CENTRAL,6002000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1992,TRAILL,NORTH DAKOTA,EAST CENTRAL,9714000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1989,TRAILL,NORTH DAKOTA,EAST CENTRAL,5950000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2004,TRAILL,NORTH DAKOTA,EAST CENTRAL,5465000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2003,TRAILL,NORTH DAKOTA,EAST CENTRAL,6035000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1966,TRAILL,NORTH DAKOTA,EAST CENTRAL,1911000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1968,TRAILL,NORTH DAKOTA,EAST CENTRAL,3325000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1969,TRAILL,NORTH DAKOTA,EAST CENTRAL,2754000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1970,TRAILL,NORTH DAKOTA,EAST CENTRAL,2447500.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1971,TRAILL,NORTH DAKOTA,EAST CENTRAL,6080000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1972,TRAILL,NORTH DAKOTA,EAST CENTRAL,4521000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1980,TRAILL,NORTH DAKOTA,EAST CENTRAL,4818000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1981,TRAILL,NORTH DAKOTA,EAST CENTRAL,6012000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1983,TRAILL,NORTH DAKOTA,EAST CENTRAL,4025000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1984,TRAILL,NORTH DAKOTA,EAST CENTRAL,5635000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1986,TRAILL,NORTH DAKOTA,EAST CENTRAL,5180000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1985,TRAILL,NORTH DAKOTA,EAST CENTRAL,7560000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1988,TRAILL,NORTH DAKOTA,EAST CENTRAL,4123000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1991,TRAILL,NORTH DAKOTA,EAST CENTRAL,6300000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1994,TRAILL,NORTH DAKOTA,EAST CENTRAL,4839000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1979,TRAILL,NORTH DAKOTA,EAST CENTRAL,5392000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1982,TRAILL,NORTH DAKOTA,EAST CENTRAL,6644000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1990,TRAILL,NORTH DAKOTA,EAST CENTRAL,9500000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1960,TRAILL,NORTH DAKOTA,EAST CENTRAL,2700000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1961,TRAILL,NORTH DAKOTA,EAST CENTRAL,2639000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1962,TRAILL,NORTH DAKOTA,EAST CENTRAL,1820000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1963,TRAILL,NORTH DAKOTA,EAST CENTRAL,1887000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1964,TRAILL,NORTH DAKOTA,EAST CENTRAL,1987500.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1965,TRAILL,NORTH DAKOTA,EAST CENTRAL,2232000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1967,TRAILL,NORTH DAKOTA,EAST CENTRAL,3672000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1973,TRAILL,NORTH DAKOTA,EAST CENTRAL,5467000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1975,TRAILL,NORTH DAKOTA,EAST CENTRAL,5862900.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1976,TRAILL,NORTH DAKOTA,EAST CENTRAL,6982700.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1977,TRAILL,NORTH DAKOTA,EAST CENTRAL,5392600.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2009,TRAILL,NORTH DAKOTA,EAST CENTRAL,4975000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2010,TRAILL,NORTH DAKOTA,EAST CENTRAL,5539000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2006,TRAILL,NORTH DAKOTA,EAST CENTRAL,4335000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2005,TRAILL,NORTH DAKOTA,EAST CENTRAL,4550000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2008,TRAILL,NORTH DAKOTA,EAST CENTRAL,5310000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2011,TRAILL,NORTH DAKOTA,EAST CENTRAL,3030000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2012,TRAILL,NORTH DAKOTA,EAST CENTRAL,4615000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2014,TRAILL,NORTH DAKOTA,EAST CENTRAL,4412000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2015,TRAILL,NORTH DAKOTA,EAST CENTRAL,5938000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2016,TRAILL,NORTH DAKOTA,EAST CENTRAL,4722000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2017,TRAILL,NORTH DAKOTA,EAST CENTRAL,5006000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2018,TRAILL,NORTH DAKOTA,EAST CENTRAL,5661000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2002,RANSOM,NORTH DAKOTA,SOUTHEAST,2710000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1997,RANSOM,NORTH DAKOTA,SOUTHEAST,3378000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1978,RANSOM,NORTH DAKOTA,SOUTHEAST,2498400.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1987,RANSOM,NORTH DAKOTA,SOUTHEAST,2835000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1974,RANSOM,NORTH DAKOTA,SOUTHEAST,2125300.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2007,RANSOM,NORTH DAKOTA,SOUTHEAST,2105000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1995,RANSOM,NORTH DAKOTA,SOUTHEAST,3438000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1996,RANSOM,NORTH DAKOTA,SOUTHEAST,5172000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1998,RANSOM,NORTH DAKOTA,SOUTHEAST,3089000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1999,RANSOM,NORTH DAKOTA,SOUTHEAST,2861000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2001,RANSOM,NORTH DAKOTA,SOUTHEAST,3995000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2005,RANSOM,NORTH DAKOTA,SOUTHEAST,2960000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2000,RANSOM,NORTH DAKOTA,SOUTHEAST,3212000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1993,RANSOM,NORTH DAKOTA,SOUTHEAST,3847000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1992,RANSOM,NORTH DAKOTA,SOUTHEAST,5788000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1989,RANSOM,NORTH DAKOTA,SOUTHEAST,3502000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2004,RANSOM,NORTH DAKOTA,SOUTHEAST,3590000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2003,RANSOM,NORTH DAKOTA,SOUTHEAST,4265000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1966,RANSOM,NORTH DAKOTA,SOUTHEAST,777000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1968,RANSOM,NORTH DAKOTA,SOUTHEAST,1342250.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1969,RANSOM,NORTH DAKOTA,SOUTHEAST,1008000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1970,RANSOM,NORTH DAKOTA,SOUTHEAST,1020000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1971,RANSOM,NORTH DAKOTA,SOUTHEAST,2211000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1972,RANSOM,NORTH DAKOTA,SOUTHEAST,1567500.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1980,RANSOM,NORTH DAKOTA,SOUTHEAST,1761000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1981,RANSOM,NORTH DAKOTA,SOUTHEAST,3472000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1983,RANSOM,NORTH DAKOTA,SOUTHEAST,2200000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1984,RANSOM,NORTH DAKOTA,SOUTHEAST,3120000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1986,RANSOM,NORTH DAKOTA,SOUTHEAST,2576000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1985,RANSOM,NORTH DAKOTA,SOUTHEAST,3280000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1988,RANSOM,NORTH DAKOTA,SOUTHEAST,762000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1991,RANSOM,NORTH DAKOTA,SOUTHEAST,3300000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1994,RANSOM,NORTH DAKOTA,SOUTHEAST,3758000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1979,RANSOM,NORTH DAKOTA,SOUTHEAST,2670000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1982,RANSOM,NORTH DAKOTA,SOUTHEAST,2843000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1990,RANSOM,NORTH DAKOTA,SOUTHEAST,5250000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1960,RANSOM,NORTH DAKOTA,SOUTHEAST,684000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1961,RANSOM,NORTH DAKOTA,SOUTHEAST,684000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1962,RANSOM,NORTH DAKOTA,SOUTHEAST,572000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1963,RANSOM,NORTH DAKOTA,SOUTHEAST,510000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1964,RANSOM,NORTH DAKOTA,SOUTHEAST,699300.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1965,RANSOM,NORTH DAKOTA,SOUTHEAST,963500.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1967,RANSOM,NORTH DAKOTA,SOUTHEAST,1081000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1973,RANSOM,NORTH DAKOTA,SOUTHEAST,2067000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1975,RANSOM,NORTH DAKOTA,SOUTHEAST,1540200.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1976,RANSOM,NORTH DAKOTA,SOUTHEAST,2382500.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1977,RANSOM,NORTH DAKOTA,SOUTHEAST,2221400.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2009,RANSOM,NORTH DAKOTA,SOUTHEAST,2335000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2010,RANSOM,NORTH DAKOTA,SOUTHEAST,2135000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2006,RANSOM,NORTH DAKOTA,SOUTHEAST,2530000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2008,RANSOM,NORTH DAKOTA,SOUTHEAST,3665000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2011,RANSOM,NORTH DAKOTA,SOUTHEAST,1140000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2012,RANSOM,NORTH DAKOTA,SOUTHEAST,1443000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2014,RANSOM,NORTH DAKOTA,SOUTHEAST,1847000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2015,RANSOM,NORTH DAKOTA,SOUTHEAST,2200000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2016,RANSOM,NORTH DAKOTA,SOUTHEAST,2302000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2017,RANSOM,NORTH DAKOTA,SOUTHEAST,1570000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2018,RANSOM,NORTH DAKOTA,SOUTHEAST,2181000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2002,RICHLAND,NORTH DAKOTA,SOUTHEAST,5460000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1997,RICHLAND,NORTH DAKOTA,SOUTHEAST,7151000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1978,RICHLAND,NORTH DAKOTA,SOUTHEAST,4891400.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1987,RICHLAND,NORTH DAKOTA,SOUTHEAST,7256000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1974,RICHLAND,NORTH DAKOTA,SOUTHEAST,5714500.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2007,RICHLAND,NORTH DAKOTA,SOUTHEAST,3074000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1995,RICHLAND,NORTH DAKOTA,SOUTHEAST,6664000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1996,RICHLAND,NORTH DAKOTA,SOUTHEAST,9500000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1998,RICHLAND,NORTH DAKOTA,SOUTHEAST,6476000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1999,RICHLAND,NORTH DAKOTA,SOUTHEAST,6742000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2001,RICHLAND,NORTH DAKOTA,SOUTHEAST,7110000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2000,RICHLAND,NORTH DAKOTA,SOUTHEAST,7047000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1993,RICHLAND,NORTH DAKOTA,SOUTHEAST,7031000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1992,RICHLAND,NORTH DAKOTA,SOUTHEAST,11076000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1989,RICHLAND,NORTH DAKOTA,SOUTHEAST,7875000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1966,RICHLAND,NORTH DAKOTA,SOUTHEAST,1491000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1968,RICHLAND,NORTH DAKOTA,SOUTHEAST,2478000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1969,RICHLAND,NORTH DAKOTA,SOUTHEAST,1890000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1970,RICHLAND,NORTH DAKOTA,SOUTHEAST,2016000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1971,RICHLAND,NORTH DAKOTA,SOUTHEAST,4624000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1972,RICHLAND,NORTH DAKOTA,SOUTHEAST,3332000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1980,RICHLAND,NORTH DAKOTA,SOUTHEAST,5603000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1981,RICHLAND,NORTH DAKOTA,SOUTHEAST,7675000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1983,RICHLAND,NORTH DAKOTA,SOUTHEAST,4851000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1984,RICHLAND,NORTH DAKOTA,SOUTHEAST,6756000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1986,RICHLAND,NORTH DAKOTA,SOUTHEAST,5591000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1985,RICHLAND,NORTH DAKOTA,SOUTHEAST,9437000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1988,RICHLAND,NORTH DAKOTA,SOUTHEAST,2656000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1991,RICHLAND,NORTH DAKOTA,SOUTHEAST,5412000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1994,RICHLAND,NORTH DAKOTA,SOUTHEAST,7920000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1979,RICHLAND,NORTH DAKOTA,SOUTHEAST,4922000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1982,RICHLAND,NORTH DAKOTA,SOUTHEAST,6014000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1990,RICHLAND,NORTH DAKOTA,SOUTHEAST,9112000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1960,RICHLAND,NORTH DAKOTA,SOUTHEAST,1702000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1961,RICHLAND,NORTH DAKOTA,SOUTHEAST,1650000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1962,RICHLAND,NORTH DAKOTA,SOUTHEAST,816000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1963,RICHLAND,NORTH DAKOTA,SOUTHEAST,1200000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1964,RICHLAND,NORTH DAKOTA,SOUTHEAST,1562400.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1965,RICHLAND,NORTH DAKOTA,SOUTHEAST,2014500.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1967,RICHLAND,NORTH DAKOTA,SOUTHEAST,2314000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1973,RICHLAND,NORTH DAKOTA,SOUTHEAST,6549000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1975,RICHLAND,NORTH DAKOTA,SOUTHEAST,3505700.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1976,RICHLAND,NORTH DAKOTA,SOUTHEAST,5910700.0,"wheat, spring, (excl durum) - production, measured in bu",bu
1977,RICHLAND,NORTH DAKOTA,SOUTHEAST,5672200.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2009,RICHLAND,NORTH DAKOTA,SOUTHEAST,3495000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2010,RICHLAND,NORTH DAKOTA,SOUTHEAST,3162000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2006,RICHLAND,NORTH DAKOTA,SOUTHEAST,4845000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2005,RICHLAND,NORTH DAKOTA,SOUTHEAST,4250000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2004,RICHLAND,NORTH DAKOTA,SOUTHEAST,7450000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2003,RICHLAND,NORTH DAKOTA,SOUTHEAST,7715000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2008,RICHLAND,NORTH DAKOTA,SOUTHEAST,5300000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2011,RICHLAND,NORTH DAKOTA,SOUTHEAST,2060000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2012,RICHLAND,NORTH DAKOTA,SOUTHEAST,3206000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2013,RICHLAND,NORTH DAKOTA,SOUTHEAST,2228000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2014,RICHLAND,NORTH DAKOTA,SOUTHEAST,2564000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2015,RICHLAND,NORTH DAKOTA,SOUTHEAST,3751000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2018,RICHLAND,NORTH DAKOTA,SOUTHEAST,3052000.0,"wheat, spring, (excl durum) - production, measured in bu",bu
2002,BARNES,NORTH DAKOTA,EAST CENTRAL,32.4,"wheat, spring, (excl durum) - yield, measured in bu / acre",bu_acre
1997,BARNES,NORTH DAKOTA,EAST CENTRAL,25.7,"wheat, spring, (excl durum) - yield, measured in bu / acre",bu_acre
1978,BARNES,NORTH DAKOTA,EAST CENTRAL,31.5,"wheat, spring, (excl durum) - yield, measured in bu / acre",bu_acre
1987,BARNES,NORTH DAKOTA,EAST CENTRAL,34.0,"wheat, spring, (excl durum) - yield, measured in bu / acre",bu_acre
1974,BARNES,NORTH DAKOTA,EAST CENTRAL,21.1,"wheat, spring, (excl durum) - yield, measured in bu / acre",bu_acre
2007,BARNES,NORTH DAKOTA,EAST CENTRAL,41.3,"wheat, spring, (excl durum) - yield, measured in bu / acre",bu_acre
1995,BARNES,NORTH DAKOTA,EAST CENTRAL,27.6,"wheat, spring, (excl durum) - yield, measured in bu / acre",bu_acre
1996,BARNES,NORTH DAKOTA,EAST CENTRAL,36.3,"wheat, spring, (excl durum) - yield, measured in bu / acre",bu_acre
1998,BARNES,NORTH DAKOTA,EAST CENTRAL,34.6,"wheat, spring, (excl durum) - yield, measured in bu / acre",bu_acre
1999,BARNES,NORTH DAKOTA,EAST CENTRAL,28.5,"wheat, spring, (excl durum) - yield, measured in bu / acre",bu_acre
2001,BARNES,NORTH DAKOTA,EAST CENTRAL,42.7,"wheat, spring, (excl durum) - yield, measured in bu / acre",bu_acre
2005,BARNES,NORTH DAKOTA,EAST CENTRAL,38.1,"wheat, spring, (excl durum) - yield, measured in bu / acre",bu_acre
2000,BARNES,NORTH DAKOTA,EAST CENTRAL,40.8,"wheat, spring, (excl durum) - yield, measured in bu / acre",bu_acre
1993,BARNES,NORTH DAKOTA,EAST CENTRAL,29.0,"wheat, spring, (excl durum) - yield, measured in bu / acre",bu_acre
1992,BARNES,NORTH DAKOTA,EAST CENTRAL,48.7,"wheat, spring, (excl durum) - yield, measured in bu / acre",bu_acre
1989,BARNES,NORTH DAKOTA,EAST CENTRAL,25.0,"wheat, spring, (excl durum) - yield, measured in bu / acre",bu_acre
2004,BARNES,NORTH DAKOTA,EAST CENTRAL,51.8,"wheat, spring, (excl durum) - yield, measured in bu / acre",bu_acre
1966,BARNES,NORTH DAKOTA,EAST CENTRAL,24.0,"wheat, spring, (excl durum) - yield, measured in bu / acre",bu_acre
1968,BARNES,NORTH DAKOTA,EAST CENTRAL,31.5,"wheat, spring, (excl durum) - yield, measured in bu / acre",bu_acre
1969,BARNES,NORTH DAKOTA,EAST CENTRAL,32.0,"wheat, spring, (excl durum) - yield, measured in bu / acre",bu_acre
