year,county,state,ag_district,yield,type,units
2016,BARNES,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2017,BARNES,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2009,BARNES,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2010,BARNES,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2006,BARNES,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2003,BARNES,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2008,BARNES,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2011,BARNES,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2012,BARNES,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2013,BARNES,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2014,BARNES,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2015,BARNES,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2018,BARNES,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2002,CASS*,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1997,CASS*,NORTH DAKOTA,EAST CENTRAL,600.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
1978,CASS*,NORTH DAKOTA,EAST CENTRAL,300.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
1987,CASS*,NORTH DAKOTA,EAST CENTRAL,1700.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
1974,CASS*,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2007,CASS*,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1995,CASS*,NORTH DAKOTA,EAST CENTRAL,1100.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
1996,CASS*,NORTH DAKOTA,EAST CENTRAL,1100.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
1998,CASS*,NORTH DAKOTA,EAST CENTRAL,1000.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
1999,CASS*,NORTH DAKOTA,EAST CENTRAL,1500.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
2001,CASS*,NORTH DAKOTA,EAST CENTRAL,900.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
2005,CASS*,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2000,CASS*,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1993,CASS*,NORTH DAKOTA,EAST CENTRAL,900.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
1992,CASS*,NORTH DAKOTA,EAST CENTRAL,800.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
1989,CASS*,NORTH DAKOTA,EAST CENTRAL,400.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
1966,CASS*,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1968,CASS*,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1969,CASS*,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1970,CASS*,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1971,CASS*,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1972,CASS*,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1980,CASS*,NORTH DAKOTA,EAST CENTRAL,400.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
1981,CASS*,NORTH DAKOTA,EAST CENTRAL,300.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
1983,CASS*,NORTH DAKOTA,EAST CENTRAL,100.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
1984,CASS*,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1986,CASS*,NORTH DAKOTA,EAST CENTRAL,1700.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
1985,CASS*,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1988,CASS*,NORTH DAKOTA,EAST CENTRAL,1000.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
1991,CASS*,NORTH DAKOTA,EAST CENTRAL,400.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
1994,CASS*,NORTH DAKOTA,EAST CENTRAL,1300.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
1979,CASS*,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1982,CASS*,NORTH DAKOTA,EAST CENTRAL,700.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
1990,CASS*,NORTH DAKOTA,EAST CENTRAL,900.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
1960,CASS*,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1961,CASS*,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1962,CASS*,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1963,CASS*,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1964,CASS*,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1965,CASS*,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1967,CASS*,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1973,CASS*,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1975,CASS*,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1976,CASS*,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1977,CASS*,NORTH DAKOTA,EAST CENTRAL,500.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
2009,CASS*,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2010,CASS*,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2006,CASS*,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2004,CASS*,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2003,CASS*,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2008,CASS*,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2011,CASS*,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2012,CASS*,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2013,CASS*,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2014,CASS*,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2015,CASS*,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2016,CASS*,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2017,CASS*,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2018,CASS*,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2002,STEELE,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1997,STEELE,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1978,STEELE,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1987,STEELE,NORTH DAKOTA,EAST CENTRAL,400.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
1974,STEELE,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1995,STEELE,NORTH DAKOTA,EAST CENTRAL,200.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
1996,STEELE,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1998,STEELE,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1999,STEELE,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2001,STEELE,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2000,STEELE,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1993,STEELE,NORTH DAKOTA,EAST CENTRAL,200.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
1992,STEELE,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1989,STEELE,NORTH DAKOTA,EAST CENTRAL,300.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
2003,STEELE,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1966,STEELE,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1968,STEELE,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1969,STEELE,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1970,STEELE,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1971,STEELE,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1972,STEELE,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1980,STEELE,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1981,STEELE,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1983,STEELE,NORTH DAKOTA,EAST CENTRAL,200.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
1984,STEELE,NORTH DAKOTA,EAST CENTRAL,200.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
1986,STEELE,NORTH DAKOTA,EAST CENTRAL,400.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
1985,STEELE,NORTH DAKOTA,EAST CENTRAL,300.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
1988,STEELE,NORTH DAKOTA,EAST CENTRAL,200.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
1991,STEELE,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1994,STEELE,NORTH DAKOTA,EAST CENTRAL,400.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
1979,STEELE,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1982,STEELE,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1990,STEELE,NORTH DAKOTA,EAST CENTRAL,100.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
1960,STEELE,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1961,STEELE,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1962,STEELE,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1963,STEELE,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1964,STEELE,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1965,STEELE,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1967,STEELE,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1973,STEELE,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1975,STEELE,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1976,STEELE,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1977,STEELE,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2016,STEELE,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2007,STEELE,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2009,STEELE,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2010,STEELE,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2006,STEELE,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2005,STEELE,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2004,STEELE,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2008,STEELE,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2011,STEELE,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2012,STEELE,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2014,STEELE,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2015,STEELE,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2017,STEELE,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2018,STEELE,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2002,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1997,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1978,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1987,TRAILL,NORTH DAKOTA,EAST CENTRAL,100.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
1974,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2007,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1995,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1996,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1998,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1999,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2001,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2000,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1993,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1992,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1989,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2004,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2003,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1966,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1968,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1969,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1970,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1971,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1972,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1980,TRAILL,NORTH DAKOTA,EAST CENTRAL,300.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
1981,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1983,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1984,TRAILL,NORTH DAKOTA,EAST CENTRAL,100.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
1986,TRAILL,NORTH DAKOTA,EAST CENTRAL,100.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
1985,TRAILL,NORTH DAKOTA,EAST CENTRAL,200.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
1988,TRAILL,NORTH DAKOTA,EAST CENTRAL,100.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
1991,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1994,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1979,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1982,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1990,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1960,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1961,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1962,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1963,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1964,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1965,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1967,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1973,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1975,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1976,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1977,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2009,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2010,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2006,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2005,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2008,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2011,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2012,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2014,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2015,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2016,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2017,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2018,TRAILL,NORTH DAKOTA,EAST CENTRAL,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2002,RANSOM,NORTH DAKOTA,SOUTHEAST,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1997,RANSOM,NORTH DAKOTA,SOUTHEAST,600.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
1978,RANSOM,NORTH DAKOTA,SOUTHEAST,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1987,RANSOM,NORTH DAKOTA,SOUTHEAST,700.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
1974,RANSOM,NORTH DAKOTA,SOUTHEAST,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2007,RANSOM,NORTH DAKOTA,SOUTHEAST,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1995,RANSOM,NORTH DAKOTA,SOUTHEAST,400.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
1996,RANSOM,NORTH DAKOTA,SOUTHEAST,600.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
1998,RANSOM,NORTH DAKOTA,SOUTHEAST,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1999,RANSOM,NORTH DAKOTA,SOUTHEAST,500.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
2001,RANSOM,NORTH DAKOTA,SOUTHEAST,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2005,RANSOM,NORTH DAKOTA,SOUTHEAST,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2000,RANSOM,NORTH DAKOTA,SOUTHEAST,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1993,RANSOM,NORTH DAKOTA,SOUTHEAST,200.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
1992,RANSOM,NORTH DAKOTA,SOUTHEAST,400.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
1989,RANSOM,NORTH DAKOTA,SOUTHEAST,300.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
2004,RANSOM,NORTH DAKOTA,SOUTHEAST,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
2003,RANSOM,NORTH DAKOTA,SOUTHEAST,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1966,RANSOM,NORTH DAKOTA,SOUTHEAST,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1968,RANSOM,NORTH DAKOTA,SOUTHEAST,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1969,RANSOM,NORTH DAKOTA,SOUTHEAST,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1970,RANSOM,NORTH DAKOTA,SOUTHEAST,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1971,RANSOM,NORTH DAKOTA,SOUTHEAST,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1972,RANSOM,NORTH DAKOTA,SOUTHEAST,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1980,RANSOM,NORTH DAKOTA,SOUTHEAST,100.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
1981,RANSOM,NORTH DAKOTA,SOUTHEAST,1000.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
1983,RANSOM,NORTH DAKOTA,SOUTHEAST,1000.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
1984,RANSOM,NORTH DAKOTA,SOUTHEAST,300.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
1986,RANSOM,NORTH DAKOTA,SOUTHEAST,700.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
1985,RANSOM,NORTH DAKOTA,SOUTHEAST,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1988,RANSOM,NORTH DAKOTA,SOUTHEAST,300.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
1991,RANSOM,NORTH DAKOTA,SOUTHEAST,500.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
1994,RANSOM,NORTH DAKOTA,SOUTHEAST,200.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
1979,RANSOM,NORTH DAKOTA,SOUTHEAST,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1982,RANSOM,NORTH DAKOTA,SOUTHEAST,200.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
1990,RANSOM,NORTH DAKOTA,SOUTHEAST,300.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
1960,RANSOM,NORTH DAKOTA,SOUTHEAST,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1961,RANSOM,NORTH DAKOTA,SOUTHEAST,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1962,RANSOM,NORTH DAKOTA,SOUTHEAST,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1963,RANSOM,NORTH DAKOTA,SOUTHEAST,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1964,RANSOM,NORTH DAKOTA,SOUTHEAST,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1965,RANSOM,NORTH DAKOTA,SOUTHEAST,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1967,RANSOM,NORTH DAKOTA,SOUTHEAST,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1973,RANSOM,NORTH DAKOTA,SOUTHEAST,nan,"wheat, spring, (excl durum), irrigated - acres planted",acres
1975,RANSOM,NORTH DAKOTA,SOUTHEAST,1500.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
1976,RANSOM,NORTH DAKOTA,SOUTHEAST,300.0,"wheat, spring, (excl durum), irrigated - acres planted",acres
