year,county,state,rangeland_lb_acre,wheat_winter_acres_harvested,wheat_winter_acres_planted,wheat_winter_bu,wheat_winter_bu_acre,wheat_spring_acres_harvested,wheat_spring_acres_planted,wheat_spring_bu,wheat_spring_bu_acre
1995,SCOTTS BLUFF,NEBRASKA,1710.1858108108,11100.0,11100.0,421800.0,38.0,nan,nan,nan,nan
1995,SIOUX,NEBRASKA,1571.421940216,5700.0,5900.0,207900.0,36.5,nan,nan,nan,nan
1995,WILLIAMS,NORTH DAKOTA,2102.1784249598,3200.0,3200.0,87000.0,27.2,161500.0,165500.0,3777000.0,23.4
1996,BUTTE,SOUTH DAKOTA,1416.7535151815,nan,nan,nan,nan,7700.0,12000.0,177100.0,23.0
1996,HARDING,SOUTH DAKOTA,1861.6982341621,nan,nan,nan,nan,31700.0,34000.0,824200.0,26.0
1996,MCKENZIE,NORTH DAKOTA,2016.1316147199,3900.0,4000.0,115200.0,29.5,130700.0,132600.0,3792800.0,29.0
1996,SCOTTS BLUFF,NEBRASKA,991.29334582943,13100.0,13600.0,327500.0,25.0,nan,nan,nan,nan
1996,SIOUX,NEBRASKA,1155.751723823,4700.0,5600.0,141000.0,30.0,nan,nan,nan,nan
1996,WILLIAMS,NORTH DAKOTA,1754.0697575273,3000.0,3000.0,74900.0,25.0,176900.0,181900.0,4627100.0,26.2
1997,BUTTE,SOUTH DAKOTA,1207.2705111879,13000.0,14000.0,390000.0,30.0,8800.0,9000.0,193600.0,22.0
1997,HARDING,SOUTH DAKOTA,1321.2227596366,3000.0,4000.0,72000.0,24.0,30200.0,33000.0,604000.0,20.0
1997,MCKENZIE,NORTH DAKOTA,1529.0791501095,800.0,800.0,18700.0,23.4,96000.0,107900.0,1838800.0,19.2
1997,SCOTTS BLUFF,NEBRASKA,1144.6478240303,10500.0,11700.0,295800.0,28.2,nan,nan,nan,nan
1997,SIOUX,NEBRASKA,1111.3637676533,5800.0,6400.0,193400.0,33.3,nan,nan,nan,nan
1997,WILLIAMS,NORTH DAKOTA,1575.8860181554,3000.0,3100.0,60900.0,20.3,140600.0,162300.0,3129000.0,22.3
1998,BUTTE,SOUTH DAKOTA,1016.5252342479,7300.0,11000.0,240900.0,33.0,7500.0,12000.0,180000.0,24.0
1998,HARDING,SOUTH DAKOTA,1302.6941915071,1000.0,3000.0,40000.0,40.0,22500.0,27000.0,630000.0,28.0
1998,MCKENZIE,NORTH DAKOTA,1641.9388784367,500.0,600.0,18500.0,37.0,72900.0,74800.0,2164600.0,29.7
1998,SCOTTS BLUFF,NEBRASKA,957.4100070307,10400.0,11400.0,395200.0,38.0,nan,nan,nan,nan
1998,SIOUX,NEBRASKA,934.61442529433,2500.0,3800.0,95000.0,38.0,nan,nan,nan,nan
1998,WILLIAMS,NORTH DAKOTA,1990.3662217063,1900.0,2900.0,52000.0,27.4,128300.0,132300.0,3526500.0,27.5
1999,BUTTE,SOUTH DAKOTA,1953.3294019503,12200.0,13000.0,488000.0,40.0,5500.0,5600.0,127000.0,23.1
1999,HARDING,SOUTH DAKOTA,2219.3803751372,3400.0,3500.0,142800.0,42.0,24000.0,27000.0,511000.0,21.3
1999,MCKENZIE,NORTH DAKOTA,2322.9128351451,nan,nan,nan,nan,88000.0,91000.0,2386000.0,27.1
1999,SCOTTS BLUFF,NEBRASKA,1083.9919184821,10300.0,11000.0,391400.0,38.0,nan,nan,nan,nan
1999,SIOUX,NEBRASKA,1572.426447207,2100.0,2200.0,75600.0,36.0,nan,nan,nan,nan
1999,WILLIAMS,NORTH DAKOTA,2598.0315216812,1800.0,1800.0,48100.0,26.7,126900.0,131900.0,3576500.0,28.2
2000,BUTTE,SOUTH DAKOTA,1060.2680582991,7900.0,9500.0,217000.0,27.5,4500.0,7000.0,90000.0,20.0
2000,HARDING,SOUTH DAKOTA,1210.2972343656,2100.0,5000.0,87000.0,41.4,22000.0,28000.0,506000.0,23.0
2000,MCKENZIE,NORTH DAKOTA,1504.3260254898,500.0,500.0,16500.0,33.0,86200.0,89200.0,2184800.0,25.3
2000,SCOTTS BLUFF,NEBRASKA,854.17597858816,7700.0,7800.0,207900.0,27.0,nan,nan,nan,nan
2000,SIOUX,NEBRASKA,1008.5497815691,2100.0,2100.0,92400.0,44.0,nan,nan,nan,nan
2000,WILLIAMS,NORTH DAKOTA,1783.7228636249,nan,nan,nan,nan,92100.0,95100.0,2851000.0,31.0
2001,BUTTE,SOUTH DAKOTA,1349.5469785264,4500.0,9000.0,92000.0,20.4,7900.0,11000.0,222000.0,28.1
2001,HARDING,SOUTH DAKOTA,1945.0374452854,2500.0,6000.0,40000.0,16.0,23400.0,26000.0,628000.0,26.8
2001,MCKENZIE,NORTH DAKOTA,2164.1778989098,nan,nan,nan,nan,82600.0,85600.0,2320000.0,28.1
2001,SCOTTS BLUFF,NEBRASKA,1567.2017553605,5800.0,6300.0,116000.0,20.0,nan,nan,nan,nan
2001,SIOUX,NEBRASKA,1510.0232264506,1400.0,1900.0,42000.0,30.0,nan,nan,nan,nan
2001,WILLIAMS,NORTH DAKOTA,2324.9470846645,nan,nan,nan,nan,87400.0,88400.0,2232000.0,25.5
2002,BUTTE,SOUTH DAKOTA,708.0560840664,3800.0,9000.0,52000.0,13.7,700.0,4800.0,5000.0,7.1
2002,HARDING,SOUTH DAKOTA,840.33261213661,600.0,1400.0,7000.0,11.7,6000.0,23100.0,56000.0,9.3
2002,SCOTTS BLUFF,NEBRASKA,974.2397462044,5600.0,6600.0,112000.0,20.0,nan,nan,nan,nan
2002,SIOUX,NEBRASKA,1098.9481218827,600.0,2800.0,14400.0,24.0,nan,nan,nan,nan
2003,BUTTE,SOUTH DAKOTA,1104.7217974121,9500.0,11400.0,269000.0,28.3,3500.0,3900.0,60000.0,17.1
2003,HARDING,SOUTH DAKOTA,1601.1178657786,3500.0,6100.0,103000.0,29.4,18600.0,26700.0,362000.0,19.5
2003,SCOTTS BLUFF,NEBRASKA,1546.0921592547,7300.0,7500.0,219000.0,30.0,nan,nan,nan,nan
2003,SIOUX,NEBRASKA,1582.6578241168,1700.0,2500.0,44200.0,26.0,nan,nan,nan,nan
2004,BUTTE,SOUTH DAKOTA,1025.2890746475,8200.0,10500.0,225000.0,27.4,3900.0,4000.0,101000.0,25.9
2004,HARDING,SOUTH DAKOTA,1115.4268099689,2000.0,5200.0,78000.0,39.0,22600.0,27900.0,654000.0,28.9
2004,SCOTTS BLUFF,NEBRASKA,1176.1417760962,7100.0,7800.0,156200.0,22.0,nan,nan,nan,nan
2004,SIOUX,NEBRASKA,966.15449297558,1300.0,2500.0,40300.0,31.0,nan,nan,nan,nan
2005,BUTTE,SOUTH DAKOTA,1287.0672840496,4900.0,8900.0,142000.0,29.0,4000.0,5600.0,83000.0,20.8
2005,HARDING,SOUTH DAKOTA,1519.4042086503,2900.0,3900.0,85000.0,29.3,16300.0,26700.0,222000.0,13.6
2005,SCOTTS BLUFF,NEBRASKA,1708.6698405669,6800.0,6900.0,204000.0,30.0,nan,nan,nan,nan
2005,SIOUX,NEBRASKA,1772.3594372218,1000.0,1200.0,42000.0,42.0,nan,nan,nan,nan
2006,BUTTE,SOUTH DAKOTA,1215.3900130288,7800.0,8100.0,273000.0,35.0,4500.0,5500.0,74000.0,16.4
2006,HARDING,SOUTH DAKOTA,1413.660951012,nan,nan,nan,nan,15900.0,23200.0,182000.0,11.4
2006,SCOTTS BLUFF,NEBRASKA,956.23202322466,5500.0,7400.0,148500.0,27.0,nan,nan,nan,nan
2006,SIOUX,NEBRASKA,877.39991456391,600.0,1100.0,14400.0,24.0,nan,nan,nan,nan
2007,BUTTE,SOUTH DAKOTA,1372.350526358,10600.0,10900.0,360000.0,34.0,2900.0,3300.0,64000.0,22.1
2007,HARDING,SOUTH DAKOTA,1754.2281857662,7200.0,9200.0,280000.0,38.9,23600.0,23800.0,393000.0,16.7
2007,SCOTTS BLUFF,NEBRASKA,1115.1095366622,5100.0,5700.0,127500.0,25.0,nan,nan,nan,nan
2007,SIOUX,NEBRASKA,947.30390265618,900.0,1500.0,16200.0,18.0,nan,nan,nan,nan
2009,SCOTTS BLUFF,NEBRASKA,1674.8616066482,6100.0,6500.0,195200.0,32.0,nan,nan,nan,nan
2009,SIOUX,NEBRASKA,1713.7396132856,2000.0,2600.0,84000.0,42.0,nan,nan,nan,nan
2010,SCOTTS BLUFF,NEBRASKA,1604.1099789567,4700.0,5000.0,109000.0,23.2,nan,nan,nan,nan
2010,SIOUX,NEBRASKA,1694.5088171162,1700.0,2000.0,49000.0,28.8,nan,nan,nan,nan
2014,SCOTTS BLUFF,NEBRASKA,2072.6188683424,5310.0,5600.0,227000.0,42.7,nan,nan,nan,nan
2015,SCOTTS BLUFF,NEBRASKA,1545.8780733125,5750.0,6800.0,159000.0,27.7,nan,nan,nan,nan
2017,SCOTTS BLUFF,NEBRASKA,1154.5892018779,3750.0,4700.0,129000.0,34.4,nan,nan,nan,nan
2017,SIOUX,NEBRASKA,1069.5230535432,950.0,1400.0,34000.0,35.8,nan,nan,nan,nan
2008,HARDING,SOUTH DAKOTA,1905.9417754391,nan,nan,nan,nan,nan,nan,nan,nan
2009,HARDING,SOUTH DAKOTA,1765.1821354838,nan,nan,nan,nan,nan,nan,nan,nan
2010,HARDING,SOUTH DAKOTA,2154.0790714131,nan,nan,nan,nan,nan,nan,nan,nan
2011,HARDING,SOUTH DAKOTA,2416.5303392804,nan,nan,nan,nan,nan,nan,nan,nan
2012,HARDING,SOUTH DAKOTA,1037.106853437,nan,nan,nan,nan,nan,nan,nan,nan
2013,HARDING,SOUTH DAKOTA,1951.8982164471,nan,nan,nan,nan,nan,nan,nan,nan
2014,HARDING,SOUTH DAKOTA,2613.1036904449,nan,nan,nan,nan,nan,nan,nan,nan
2015,HARDING,SOUTH DAKOTA,1776.2883157689,nan,nan,nan,nan,nan,nan,nan,nan
2016,HARDING,SOUTH DAKOTA,1214.0563788072,nan,nan,nan,nan,nan,nan,nan,nan
2017,HARDING,SOUTH DAKOTA,1199.0976553086,nan,nan,nan,nan,nan,nan,nan,nan
2018,HARDING,SOUTH DAKOTA,1740.0044581539,nan,nan,nan,nan,nan,nan,nan,nan
2008,BUTTE,SOUTH DAKOTA,1616.7153869669,nan,nan,nan,nan,nan,nan,nan,nan
2009,BUTTE,SOUTH DAKOTA,2027.4421213053,nan,nan,nan,nan,nan,nan,nan,nan
2010,BUTTE,SOUTH DAKOTA,1911.4748070752,nan,nan,nan,nan,nan,nan,nan,nan
2011,BUTTE,SOUTH DAKOTA,1977.9563710527,nan,nan,nan,nan,nan,nan,nan,nan
2012,BUTTE,SOUTH DAKOTA,775.01810340238,nan,nan,nan,nan,nan,nan,nan,nan
2013,BUTTE,SOUTH DAKOTA,1605.3609811995,nan,nan,nan,nan,nan,nan,nan,nan
2014,BUTTE,SOUTH DAKOTA,2272.5331349312,nan,nan,nan,nan,nan,nan,nan,nan
2015,BUTTE,SOUTH DAKOTA,1751.5694398055,nan,nan,nan,nan,nan,nan,nan,nan
2016,BUTTE,SOUTH DAKOTA,1013.449098058,nan,nan,nan,nan,nan,nan,nan,nan
2017,BUTTE,SOUTH DAKOTA,988.78179316242,nan,nan,nan,nan,nan,nan,nan,nan
2018,BUTTE,SOUTH DAKOTA,1641.0487266323,nan,nan,nan,nan,nan,nan,nan,nan
2008,SIOUX,NEBRASKA,1459.4354829228,nan,nan,nan,nan,nan,nan,nan,nan
2011,SIOUX,NEBRASKA,1644.2546561973,nan,nan,nan,nan,nan,nan,nan,nan
2012,SIOUX,NEBRASKA,662.57048356647,nan,nan,nan,nan,nan,nan,nan,nan
2013,SIOUX,NEBRASKA,1048.6639884205,nan,nan,nan,nan,nan,nan,nan,nan
2014,SIOUX,NEBRASKA,2159.3680803702,nan,nan,nan,nan,nan,nan,nan,nan
2015,SIOUX,NEBRASKA,1551.7165345063,nan,nan,nan,nan,nan,nan,nan,nan
2016,SIOUX,NEBRASKA,1254.9509175391,nan,nan,nan,nan,nan,nan,nan,nan
2018,SIOUX,NEBRASKA,1373.5116526362,nan,nan,nan,nan,nan,nan,nan,nan
2008,SCOTTS BLUFF,NEBRASKA,1367.7204241071,nan,nan,nan,nan,nan,nan,nan,nan
2011,SCOTTS BLUFF,NEBRASKA,1629.8879539415,nan,nan,nan,nan,nan,nan,nan,nan
2012,SCOTTS BLUFF,NEBRASKA,825.7355163728,nan,nan,nan,nan,nan,nan,nan,nan
2013,SCOTTS BLUFF,NEBRASKA,1179.6930582034,nan,nan,nan,nan,nan,nan,nan,nan
2016,SCOTTS BLUFF,NEBRASKA,1517.3566363838,nan,nan,nan,nan,nan,nan,nan,nan
2018,SCOTTS BLUFF,NEBRASKA,1486.0261102433,nan,nan,nan,nan,nan,nan,nan,nan
2002,MCKENZIE,NORTH DAKOTA,2007.0059233499,nan,nan,nan,nan,nan,nan,nan,nan
2003,MCKENZIE,NORTH DAKOTA,2025.4295433008,nan,nan,nan,nan,nan,nan,nan,nan
2004,MCKENZIE,NORTH DAKOTA,1805.6523865387,nan,nan,nan,nan,nan,nan,nan,nan
2005,MCKENZIE,NORTH DAKOTA,2282.997029745,nan,nan,nan,nan,nan,nan,nan,nan
2006,MCKENZIE,NORTH DAKOTA,1955.7856414758,nan,nan,nan,nan,nan,nan,nan,nan
2007,MCKENZIE,NORTH DAKOTA,2129.0520022367,nan,nan,nan,nan,nan,nan,nan,nan
2008,MCKENZIE,NORTH DAKOTA,1327.4619975899,nan,nan,nan,nan,nan,nan,nan,nan
2009,MCKENZIE,NORTH DAKOTA,1818.5962188858,nan,nan,nan,nan,nan,nan,nan,nan
2010,MCKENZIE,NORTH DAKOTA,2625.4927901641,nan,nan,nan,nan,nan,nan,nan,nan
2011,MCKENZIE,NORTH DAKOTA,2686.2814350797,nan,nan,nan,nan,nan,nan,nan,nan
2012,MCKENZIE,NORTH DAKOTA,1728.3387313676,nan,nan,nan,nan,nan,nan,nan,nan
2013,MCKENZIE,NORTH DAKOTA,2854.6202040787,nan,nan,nan,nan,nan,nan,nan,nan
2014,MCKENZIE,NORTH DAKOTA,2423.2192906266,nan,nan,nan,nan,nan,nan,nan,nan
2015,MCKENZIE,NORTH DAKOTA,1760.3592676696,nan,nan,nan,nan,nan,nan,nan,nan
2016,MCKENZIE,NORTH DAKOTA,1979.2092930728,nan,nan,nan,nan,nan,nan,nan,nan
2017,MCKENZIE,NORTH DAKOTA,1382.336547665,nan,nan,nan,nan,nan,nan,nan,nan
2018,MCKENZIE,NORTH DAKOTA,2044.7394230908,nan,nan,nan,nan,nan,nan,nan,nan
2002,WILLIAMS,NORTH DAKOTA,2140.0549154571,nan,nan,nan,nan,nan,nan,nan,nan
2003,WILLIAMS,NORTH DAKOTA,2249.9875692677,nan,nan,nan,nan,nan,nan,nan,nan
2004,WILLIAMS,NORTH DAKOTA,2163.0806982544,nan,nan,nan,nan,nan,nan,nan,nan
2005,WILLIAMS,NORTH DAKOTA,2276.3462941676,nan,nan,nan,nan,nan,nan,nan,nan
2006,WILLIAMS,NORTH DAKOTA,2066.3830689414,nan,nan,nan,nan,nan,nan,nan,nan
2007,WILLIAMS,NORTH DAKOTA,2230.9830594959,nan,nan,nan,nan,nan,nan,nan,nan
2008,WILLIAMS,NORTH DAKOTA,1459.4224965021,nan,nan,nan,nan,nan,nan,nan,nan
2009,WILLIAMS,NORTH DAKOTA,2170.7087446405,nan,nan,nan,nan,nan,nan,nan,nan
2010,WILLIAMS,NORTH DAKOTA,2818.6147717593,nan,nan,nan,nan,nan,nan,nan,nan
2011,WILLIAMS,NORTH DAKOTA,2614.5311503619,nan,nan,nan,nan,nan,nan,nan,nan
2012,WILLIAMS,NORTH DAKOTA,2229.6493989841,nan,nan,nan,nan,nan,nan,nan,nan
2013,WILLIAMS,NORTH DAKOTA,3096.9209758551,nan,nan,nan,nan,nan,nan,nan,nan
2014,WILLIAMS,NORTH DAKOTA,2288.9441792694,nan,nan,nan,nan,nan,nan,nan,nan
2015,WILLIAMS,NORTH DAKOTA,1570.4472851602,nan,nan,nan,nan,nan,nan,nan,nan
2016,WILLIAMS,NORTH DAKOTA,2464.0752428406,nan,nan,nan,nan,nan,nan,nan,nan
2017,WILLIAMS,NORTH DAKOTA,1470.9939555373,nan,nan,nan,nan,nan,nan,nan,nan
2018,WILLIAMS,NORTH DAKOTA,2354.8972365241,nan,nan,nan,nan,nan,nan,nan,nan
